,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria,aporta,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria,aporta,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria
,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,E,E,E,E,E,E,E,E,E,E
fecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,,28329.75,29599.51,29873.73,,29465.26,28396.91,29625.89,,,25666.86,26663.19,26564.65,,25721.36,26348.11,25516.5,,,,26588.08,30830.24,29841.13,,29892.63,55182.24,26491.55,,,23257.11,24327.79,24387.82,,23653.9,23003.55,23058.01,,,,29022.16,30752.34,27535.2,,31042.0,48665.58,28288.33,
2014-01-04,,28329.75,29599.51,29873.73,,29465.26,28396.91,29625.89,,,25666.86,26663.19,26564.65,,25721.36,26348.11,25516.5,,,,26588.08,30830.24,29841.13,,29892.63,55182.24,26491.55,,,23257.11,24327.79,24387.82,,23653.9,23003.55,23058.01,,,,29022.16,30752.34,27535.2,,31042.0,48665.58,28288.33,
2014-01-05,,28329.75,29599.51,29873.73,,29465.26,28396.91,29625.89,,,25666.86,26663.19,26564.65,,25721.36,26348.11,25516.5,,,,26588.08,30830.24,29841.13,,29892.63,55182.24,26491.55,,,23257.11,24327.79,24387.82,,23653.9,23003.55,23058.01,,,,29022.16,30752.34,27535.2,,31042.0,48665.58,28288.33,
2014-01-06,,28203.19,29471.52,29755.13,,29339.07,28264.89,29497.78,,,25590.04,26584.41,26494.89,,25648.0,26265.08,25448.99,,,,26538.84,30770.52,29794.61,,29842.69,55074.46,26445.29,,,23238.54,24305.95,24376.67,,23639.67,22986.86,23044.31,,,,29033.35,30754.38,27542.53,,31062.9,48677.52,28295.74,
2014-01-07,,28200.73,29470.24,29759.54,,29320.61,28278.91,29504.27,,,25595.81,26589.41,26499.89,,25645.29,26280.13,25457.57,,,,26552.13,30781.24,29810.01,,29855.42,55113.45,26459.81,,,23248.33,24320.42,24392.03,,23654.33,23009.57,23059.74,,,,29055.13,30768.12,27557.64,,31087.69,48707.73,28304.81,
2014-01-08,,28260.52,29529.14,29807.04,,29382.52,28328.91,29557.95,,,25632.55,26627.84,26530.89,,25681.7,26314.71,25491.77,,,,26589.34,30827.63,29849.07,,29898.57,55179.64,26492.81,,,23281.24,24360.39,24429.06,,23691.59,23042.18,23087.84,,,,29095.74,30826.38,27606.74,,31129.03,48779.47,28338.76,
2014-01-09,,28299.2,29572.26,29852.8,,29420.11,28364.03,29600.92,,,25674.74,26672.19,26578.16,,25714.71,26356.31,25538.46,,,,26637.46,30879.83,29902.5,,29935.2,55273.28,26550.26,,,23317.28,24394.16,24465.66,,23711.19,23077.39,23134.06,,,,29125.73,30858.58,27640.6,,31146.28,48831.04,28385.29,
2014-01-10,,28274.82,29551.17,29833.67,,29401.93,28348.35,29579.16,,,25655.63,26656.88,26558.31,,25697.69,26340.51,25518.92,,,,26632.45,30881.39,29902.24,,29939.51,55273.35,26542.42,,,23326.67,24417.37,24481.39,,23724.04,23093.58,23140.46,,,,29153.57,30895.3,27664.87,,31165.15,48872.3,28399.02,
2014-01-11,,28274.82,29551.17,29833.67,,29401.93,28348.35,29579.16,,,25655.63,26656.88,26558.31,,25697.69,26340.51,25518.92,,,,26632.45,30881.39,29902.24,,29939.51,55273.35,26542.42,,,23326.67,24417.37,24481.39,,23724.04,23093.58,23140.46,,,,29153.57,30895.3,27664.87,,31165.15,48872.3,28399.02,
2014-01-12,,28274.82,29551.17,29833.67,,29401.93,28348.35,29579.16,,,25655.63,26656.88,26558.31,,25697.69,26340.51,25518.92,,,,26632.45,30881.39,29902.24,,29939.51,55273.35,26542.42,,,23326.67,24417.37,24481.39,,23724.04,23093.58,23140.46,,,,29153.57,30895.3,27664.87,,31165.15,48872.3,28399.02,
2014-01-13,,28215.02,29482.17,29748.76,,29316.22,28261.66,29494.94,,,25603.14,26596.27,26495.35,,25633.65,26271.98,25459.0,,,,26589.76,30828.91,29854.18,,29881.63,55164.68,26498.65,,,23325.92,24408.45,24472.18,,23710.96,23079.47,23133.25,,,,29171.61,30923.58,27689.86,,31186.83,48906.85,28418.99,
2014-01-14,,28060.2,29330.53,29622.22,,29169.57,28129.71,29345.31,,,25515.42,26516.89,26422.94,,25552.91,26197.3,25383.34,,,,26526.76,30767.25,29803.8,,29818.01,55072.5,26448.22,,,23284.72,24377.99,24450.0,,23678.57,23049.64,23106.01,,,,29160.3,30917.08,27687.08,,31173.76,48895.28,28419.07,
2014-01-15,,28132.76,29405.76,29693.67,,29242.23,28194.42,29412.84,,,25565.67,26569.94,26470.22,,25606.96,26246.4,25432.37,,,,26587.05,30842.63,29856.07,,29874.09,55161.19,26499.15,,,23340.11,24440.66,24493.23,,23728.14,23088.68,23148.81,,,,29209.45,30992.44,27742.7,,31221.48,48991.39,28469.47,
2014-01-16,,28275.59,29555.5,29841.29,,29397.53,28336.78,29563.18,,,25657.19,26667.7,26564.72,,25706.32,26339.93,25522.99,,,,26660.16,30929.43,29935.61,,29958.14,55307.71,26572.73,,,23382.25,24485.86,24537.54,,23768.42,23129.58,23188.52,,,,29224.63,31008.5,27757.14,,31232.24,49015.31,28474.72,
2014-01-17,,28335.66,29619.93,29898.85,,29462.33,28401.18,29631.85,,,25710.08,26722.93,26614.93,,25763.02,26398.17,25579.89,,,,26702.82,30976.22,29982.24,,30016.75,55410.59,26621.6,,,23402.28,24505.28,24554.03,,23793.73,23156.76,23215.93,,,,29240.24,31021.49,27769.82,,31250.36,49045.38,28491.81,
2014-01-18,,28335.66,29619.93,29898.85,,29462.33,28401.18,29631.85,,,25710.08,26722.93,26614.93,,25763.02,26398.17,25579.89,,,,26702.82,30976.22,29982.24,,30016.75,55410.59,26621.6,,,23402.28,24505.28,24554.03,,23793.73,23156.76,23215.93,,,,29240.24,31021.49,27769.82,,31250.36,49045.38,28491.81,
2014-01-19,,28335.66,29619.93,29898.85,,29462.33,28401.18,29631.85,,,25710.08,26722.93,26614.93,,25763.02,26398.17,25579.89,,,,26702.82,30976.22,29982.24,,30016.75,55410.59,26621.6,,,23402.28,24505.28,24554.03,,23793.73,23156.76,23215.93,,,,29240.24,31021.49,27769.82,,31250.36,49045.38,28491.81,
2014-01-20,,28527.33,29819.6,30094.59,,29666.4,28597.81,29839.86,,,25867.56,26889.89,26777.34,,25925.16,26561.36,25739.62,,,,26833.52,31134.07,30134.22,,30166.72,55683.29,26756.09,,,23469.97,24579.99,24627.22,,23866.52,23231.55,23284.01,,,,29276.18,31057.68,27803.65,,31290.55,49096.19,28518.92,
2014-01-21,,28666.59,29951.62,30224.87,,29792.16,28741.49,29975.53,,,25967.08,26987.25,26870.92,,26016.76,26665.69,25836.68,,,,26915.39,31225.75,30222.69,,30252.21,55849.12,26836.59,,,23524.1,24636.25,24684.02,,23916.95,23286.89,23334.57,,,,29306.07,31085.32,27833.83,,31317.87,49139.13,28542.15,
2014-01-22,,28768.22,30050.28,30312.48,,29891.16,28839.31,30073.58,,,26038.68,27058.29,26934.85,,26081.93,26739.52,25904.4,,,,26993.33,31306.88,30295.19,,30322.35,56003.68,26918.76,,,23578.79,24691.16,24736.84,,23957.2,23344.86,23398.62,,,,29352.91,31148.08,27894.16,,31354.31,49228.24,28601.14,
2014-01-23,,28779.09,30072.51,30330.86,,29926.61,28861.68,30088.38,,,26056.78,27080.95,26955.96,,26109.0,26760.42,25920.12,,,,27022.1,31349.65,30327.98,,30343.76,56052.46,26941.13,,,23612.25,24729.22,24767.24,,23978.96,23367.72,23417.76,,,,29391.51,31200.56,27933.67,,31380.45,49294.68,28632.56,
2014-01-24,,28712.48,29996.87,30261.53,,29850.53,28812.13,30017.51,,,26021.36,27041.35,26915.54,,26073.96,26740.55,25877.14,,,,26995.98,31323.12,30307.29,,30331.33,56051.36,26922.85,,,23600.73,24714.57,24760.29,,23972.61,23370.69,23408.02,,,,29394.24,31202.91,27937.74,,31391.71,49306.03,28632.73,
2014-01-25,,28712.48,29996.87,30261.53,,29850.53,28812.13,30017.51,,,26021.36,27041.35,26915.54,,26073.96,26740.55,25877.14,,,,26995.98,31323.12,30307.29,,30331.33,56051.36,26922.85,,,23600.73,24714.57,24760.29,,23972.61,23370.69,23408.02,,,,29394.24,31202.91,27937.74,,31391.71,49306.03,28632.73,
2014-01-26,,28712.48,29996.87,30261.53,,29850.53,28812.13,30017.51,,,26021.36,27041.35,26915.54,,26073.96,26740.55,25877.14,,,,26995.98,31323.12,30307.29,,30331.33,56051.36,26922.85,,,23600.73,24714.57,24760.29,,23972.61,23370.69,23408.02,,,,29394.24,31202.91,27937.74,,31391.71,49306.03,28632.73,
2014-01-27,,28383.16,29655.33,29901.03,,29508.05,28487.24,29679.86,,,25812.47,26821.02,26698.87,,25860.21,26530.49,25682.31,,,,26857.46,31175.6,30164.84,,30178.97,55794.34,26807.52,,,23547.97,24663.43,24707.27,,23920.23,23327.06,23375.77,,,,29416.81,31225.34,27952.99,,31401.81,49334.87,28691.93,
2014-01-28,,28041.64,29299.95,29538.66,,29134.91,28140.41,29313.13,,,25558.43,26565.54,26435.95,,25590.76,26270.92,25429.63,,,,26686.79,30977.82,29965.19,,29960.77,55418.91,26633.59,,,23480.76,24602.15,24632.73,,23838.04,23251.92,23303.74,,,,29426.42,31247.43,27962.83,,31400.31,49349.72,28689.21,
2014-01-29,,28024.02,29281.56,29516.16,,29111.38,28103.59,29282.37,,,25521.97,26532.23,26389.97,,25554.2,26221.76,25392.49,,,,26655.56,30941.74,29917.54,,29919.27,55322.89,26587.25,,,23477.54,24606.36,24623.83,,23833.78,23238.01,23289.19,,,,29432.42,31265.47,27968.28,,31404.9,49357.25,28689.45,
2014-01-30,,27940.86,29196.79,29420.22,,29003.44,28021.38,29195.27,,,25471.84,26480.87,26327.96,,25481.73,26168.99,25330.23,,,,26636.47,30921.4,29891.06,,29863.38,55275.63,26558.06,,,23489.32,24622.12,24628.03,,23822.34,23244.63,23290.55,,,,29455.76,31294.41,27990.33,,31408.29,49396.77,28707.81,
2014-01-31,,27903.12,29167.84,29400.87,,28986.9,27973.98,29167.39,,,25445.4,26444.88,26308.16,,25471.16,26134.12,25319.98,,,,26635.83,30907.78,29876.17,,29852.4,55242.11,26586.54,,,23525.71,24644.05,24651.19,,23822.99,23259.65,23349.31,,,,29506.26,31349.38,28048.07,,31446.5,49521.39,28794.29,
2014-02-01,,27903.12,29167.84,29400.87,,28986.9,27973.98,29167.39,,,25445.4,26444.88,26308.16,,25471.16,26134.12,25319.98,,,,26635.83,30907.78,29876.17,,29852.4,55242.11,26586.54,,,23525.71,24644.05,24651.19,,23822.99,23259.65,23349.31,,,,29506.26,31349.38,28048.07,,31446.5,49521.39,28794.29,
2014-02-02,,27903.12,29167.84,29400.87,,28986.9,27973.98,29167.39,,,25445.4,26444.88,26308.16,,25471.16,26134.12,25319.98,,,,26635.83,30907.78,29876.17,,29852.4,55242.11,26586.54,,,23525.71,24644.05,24651.19,,23822.99,23259.65,23349.31,,,,29506.26,31349.38,28048.07,,31446.5,49521.39,28794.29,
2014-02-03,,28012.13,29289.28,29505.84,,29081.92,28096.31,29291.66,,,25522.56,26527.6,26379.98,,25541.96,26226.55,25403.12,,,,26705.48,30998.03,29944.54,,29917.97,55400.36,26662.56,,,23553.68,24684.09,24678.91,,23849.16,23304.43,23385.37,,,,29517.97,31371.31,28061.48,,31458.43,49554.45,28818.02,
2014-02-04,,27881.67,29155.05,29366.64,,28952.75,27965.32,29151.12,,,25453.49,26453.07,26306.61,,25465.02,26163.08,25324.37,,,,26656.76,30945.63,29899.45,,29874.07,55336.97,26620.54,,,23525.93,24653.59,24650.47,,23826.61,23286.83,23360.91,,,,29507.22,31359.59,28043.45,,31443.43,49533.6,28808.23,
2014-02-05,,27828.68,29098.95,29304.35,,28907.76,27921.26,29097.79,,,25418.49,26413.08,26267.51,,25438.38,26121.92,25298.62,,,,26647.48,30928.28,29871.09,,29857.25,55278.56,26606.1,,,23525.07,24648.02,24640.93,,23826.38,23278.39,23355.25,,,,29528.6,31374.72,28056.22,,31460.03,49556.91,28823.41,
2014-02-06,,27891.8,29163.36,29370.64,,28965.68,27985.64,29159.08,,,25441.69,26438.1,26299.44,,25466.04,26154.09,25320.78,,,,26663.91,30955.61,29907.08,,29895.67,55343.19,26632.63,,,23538.75,24665.27,24670.93,,23850.54,23304.06,23378.6,,,,29536.05,31381.1,28067.23,,31471.18,49572.3,28832.67,
2014-02-07,,28014.8,29309.35,29518.6,,29122.9,28121.87,29295.73,,,25531.55,26542.18,26394.23,,25574.94,26246.89,25417.59,,,,26731.11,31049.32,29980.36,,29983.33,55467.54,26696.57,,,23574.74,24713.54,24711.81,,23897.18,23334.95,23413.7,,,,29554.5,31411.62,28084.93,,31500.19,49603.95,28851.59,
2014-02-08,,28014.8,29309.35,29518.6,,29122.9,28121.87,29295.73,,,25531.55,26542.18,26394.23,,25574.94,26246.89,25417.59,,,,26731.11,31049.32,29980.36,,29983.33,55467.54,26696.57,,,23574.74,24713.54,24711.81,,23897.18,23334.95,23413.7,,,,29554.5,31411.62,28084.93,,31500.19,49603.95,28851.59,
2014-02-09,,28014.8,29309.35,29518.6,,29122.9,28121.87,29295.73,,,25531.55,26542.18,26394.23,,25574.94,26246.89,25417.59,,,,26731.11,31049.32,29980.36,,29983.33,55467.54,26696.57,,,23574.74,24713.54,24711.81,,23897.18,23334.95,23413.7,,,,29554.5,31411.62,28084.93,,31500.19,49603.95,28851.59,
2014-02-10,,28171.85,29485.72,29697.56,,29293.51,28282.86,29465.68,,,25650.75,26669.32,26517.23,,25696.05,26365.07,25536.08,,,,26821.05,31156.86,30086.55,,30088.83,55647.57,26789.56,,,23621.83,24767.22,24762.35,,23945.2,23378.02,23463.23,,,,29575.49,31442.74,28112.32,,31530.59,49647.52,28879.82,
2014-02-11,,28252.33,29558.9,29776.01,,29343.41,28357.1,29543.15,,,25703.01,26717.26,26570.49,,25730.64,26422.04,25580.6,,,,26865.57,31202.76,30137.38,,30124.64,55753.04,26834.0,,,23644.8,24786.9,24785.7,,23955.65,23405.96,23488.34,,,,29577.31,31448.91,28115.01,,31525.25,49658.89,28898.95,
2014-02-12,,28434.43,29761.38,29992.77,,29568.57,28554.95,29743.21,,,25839.91,26866.09,26722.75,,25884.4,26565.18,25730.81,,,,26966.09,31327.33,30257.31,,30243.53,55953.68,26940.38,,,23686.65,24836.4,24836.29,,24000.05,23447.15,23537.45,,,,29577.78,31460.1,28129.47,,31529.3,49659.28,28904.27,
2014-02-13,,28530.75,29868.47,30088.18,,29665.26,28644.18,29847.38,,,25913.47,26949.31,26791.79,,25954.75,26638.93,25811.46,,,,27011.28,31388.22,30306.95,,30303.71,56058.22,26992.4,,,23705.04,24861.86,24847.94,,24024.41,23465.82,23558.05,,,,29585.27,31469.82,28124.39,,31541.97,49666.63,28909.63,
2014-02-14,,28404.49,29735.05,29968.36,,29531.99,28522.21,29721.18,,,25835.05,26864.37,26710.71,,25873.84,26557.51,25734.91,,,,26961.14,31328.49,30240.23,,30238.18,55946.17,26941.9,,,23688.56,24838.52,24820.38,,24006.26,23445.92,23541.85,,,,29597.68,31484.74,28132.07,,31558.98,49692.48,28928.88,
2014-02-15,,28404.49,29735.05,29968.36,,29531.99,28522.21,29721.18,,,25835.05,26864.37,26710.71,,25873.84,26557.51,25734.91,,,,26961.14,31328.49,30240.23,,30238.18,55946.17,26941.9,,,23688.56,24838.52,24820.38,,24006.26,23445.92,23541.85,,,,29597.68,31484.74,28132.07,,31558.98,49692.48,28928.88,
2014-02-16,,28404.49,29735.05,29968.36,,29531.99,28522.21,29721.18,,,25835.05,26864.37,26710.71,,25873.84,26557.51,25734.91,,,,26961.14,31328.49,30240.23,,30238.18,55946.17,26941.9,,,23688.56,24838.52,24820.38,,24006.26,23445.92,23541.85,,,,29597.68,31484.74,28132.07,,31558.98,49692.48,28928.88,
2014-02-17,,28521.36,29860.27,30114.79,,29686.51,28637.97,29853.04,,,25938.84,26977.9,26840.45,,25996.6,26659.87,25845.15,,,,27035.51,31419.52,30343.71,,30331.67,56088.13,27018.74,,,23718.94,24875.72,24871.31,,24042.45,23472.39,23575.16,,,,29613.74,31509.23,28162.48,,31571.7,49718.23,28951.27,
2014-02-18,,28596.76,29941.06,30184.71,,29771.15,28721.39,29928.03,,,25999.2,27044.33,26899.88,,26057.15,26726.8,25902.52,,,,27078.57,31475.68,30393.33,,30386.52,56195.08,27065.7,,,23735.92,24894.95,24891.3,,24067.09,23493.9,23593.94,,,,29616.13,31514.3,28171.94,,31583.94,49730.23,28962.02,
2014-02-19,,28658.41,30007.19,30259.27,,29821.34,28784.59,29992.67,,,26043.44,27092.71,26949.98,,26095.29,26773.47,25942.94,,,,27120.62,31519.3,30441.08,,30429.56,56286.5,27106.03,,,23770.6,24928.81,24927.46,,24103.66,23531.56,23628.25,,,,29633.37,31523.55,28175.54,,31602.62,49751.9,28972.58,
2014-02-20,,28686.31,30047.84,30308.01,,29839.65,28821.15,30029.98,,,26071.52,27128.31,26990.09,,26115.88,26807.83,25972.42,,,,27151.96,31563.88,30487.81,,30454.13,56357.58,27137.04,,,23796.95,24960.31,24958.54,,24120.52,23561.14,23653.0,,,,29652.02,31539.37,28193.68,,31620.8,49781.69,28991.25,
2014-02-21,,28773.76,30140.34,30397.88,,29933.49,28904.74,30122.57,,,26130.0,27188.62,27053.87,,26176.92,26861.71,26037.74,,,,27198.3,31612.98,30538.07,,30503.47,56427.56,27187.04,,,23818.39,24984.62,24985.3,,24147.22,23580.57,23680.23,,,,29663.03,31554.45,28205.77,,31634.18,49804.88,29010.24,
2014-02-22,,28773.76,30140.34,30397.88,,29933.49,28904.74,30122.57,,,26130.0,27188.62,27053.87,,26176.92,26861.71,26037.74,,,,27198.3,31612.98,30538.07,,30503.47,56427.56,27187.04,,,23818.39,24984.62,24985.3,,24147.22,23580.57,23680.23,,,,29663.03,31554.45,28205.77,,31634.18,49804.88,29010.24,
2014-02-23,,28773.76,30140.34,30397.88,,29933.49,28904.74,30122.57,,,26130.0,27188.62,27053.87,,26176.92,26861.71,26037.74,,,,27198.3,31612.98,30538.07,,30503.47,56427.56,27187.04,,,23818.39,24984.62,24985.3,,24147.22,23580.57,23680.23,,,,29663.03,31554.45,28205.77,,31634.18,49804.88,29010.24,
2014-02-24,,28843.68,30208.27,30460.44,,30005.84,28971.87,30198.52,,,26177.05,27232.39,27097.63,,26227.54,26906.91,26085.62,,,,27228.95,31640.95,30572.2,,30548.01,56490.87,27220.04,,,23837.68,24997.38,25004.6,,24176.26,23598.88,23700.75,,,,29660.38,31543.59,28201.47,,31644.21,49794.79,29001.91,
2014-02-25,,28908.8,30270.93,30541.02,,30048.89,29031.8,30257.94,,,26214.75,27270.26,27139.92,,26257.63,26939.45,26118.06,,,,27255.98,31663.08,30604.64,,30573.31,56530.86,27233.69,,,23853.86,25009.98,25027.08,,24194.94,23614.17,23709.29,,,,29664.86,31539.04,28205.93,,31650.41,49791.35,28988.72,
2014-02-26,,28932.97,30298.95,30575.16,,30053.34,29055.85,30286.43,,,26227.29,27287.78,27164.69,,26265.37,26956.99,26130.7,,,,27263.82,31672.24,30624.99,,30591.44,56563.98,27243.55,,,23851.37,25000.42,25024.78,,24206.24,23617.58,23713.7,,,,29641.39,31507.81,28173.61,,31656.07,49751.97,28973.63,
2014-02-27,,29024.55,30394.31,30668.15,,30143.3,29141.64,30385.01,,,26300.69,27360.34,27237.26,,26341.24,27027.92,26209.69,,,,27327.46,31732.79,30687.14,,30669.25,56687.53,27302.39,,,23867.61,25017.34,25040.07,,24235.41,23636.13,23728.64,,,,29635.0,31489.34,28164.08,,31669.25,49736.48,28968.79,
2014-02-28,,29247.46,30634.0,30889.4,,30373.02,29375.95,30621.71,,,26446.97,27515.24,27371.46,,26482.24,27178.92,26358.57,,,,27421.33,31837.55,30781.4,,30768.46,56875.61,27398.99,,,23895.4,25046.67,25063.41,,24260.3,23669.57,23761.25,,,,29620.24,31468.6,28137.78,,31646.24,49698.92,28950.46,
2014-03-01,,29247.46,30634.0,30889.4,,30373.02,29375.95,30621.71,,,26446.97,27515.24,27371.46,,26482.24,27178.92,26358.57,,,,27421.33,31837.55,30781.4,,30768.46,56875.61,27398.99,,,23895.4,25046.67,25063.41,,24260.3,23669.57,23761.25,,,,29620.24,31468.6,28137.78,,31646.24,49698.92,28950.46,
2014-03-02,,29247.46,30634.0,30889.4,,30373.02,29375.95,30621.71,,,26446.97,27515.24,27371.46,,26482.24,27178.92,26358.57,,,,27421.33,31837.55,30781.4,,30768.46,56875.61,27398.99,,,23895.4,25046.67,25063.41,,24260.3,23669.57,23761.25,,,,29620.24,31468.6,28137.78,,31646.24,49698.92,28950.46,
2014-03-03,,29238.84,30617.73,30868.8,,30366.03,29365.77,30599.86,,,26440.19,27509.87,27359.25,,26481.44,27174.13,26347.93,,,,27408.21,31823.7,30762.01,,30768.68,56861.66,27384.18,,,23887.33,25038.57,25049.98,,24261.54,23662.43,23754.31,,,,29611.32,31461.31,28136.26,,31649.36,49697.56,28954.69,
2014-03-04,,28972.23,30335.65,30587.71,,30064.67,29089.59,30318.9,,,26284.55,27339.39,27189.87,,26300.98,27003.57,26182.89,,,,27308.66,31696.78,30646.4,,30637.58,56647.76,27275.98,,,23850.85,24995.45,25004.48,,24211.37,23623.92,23710.54,,,,29629.07,31475.47,28141.82,,31666.39,49719.74,28958.55,
2014-03-05,,29148.72,30511.96,30769.59,,30281.2,29257.71,30488.26,,,26393.01,27451.31,27298.14,,26435.61,27109.96,26287.66,,,,27388.51,31789.36,30731.18,,30748.82,56789.45,27346.2,,,23889.81,25034.87,25043.22,,24265.9,23654.84,23743.17,,,,29644.56,31498.15,28164.14,,31683.2,49743.64,28974.66,
2014-03-06,,29324.44,30700.78,30956.73,,30443.23,29441.91,30674.53,,,26513.53,27582.87,27424.55,,26547.18,27238.03,26407.69,,,,27488.56,31914.22,30847.61,,30852.92,57002.29,27447.35,,,23946.65,25097.22,25106.8,,24316.6,23716.87,23796.42,,,,29670.77,31528.66,28190.67,,31706.72,49796.14,28998.26,
2014-03-07,,29371.31,30742.15,31011.19,,30510.43,29477.31,30720.65,,,26563.02,27628.79,27478.1,,26608.67,27277.96,26456.83,,,,27525.24,31948.18,30880.83,,30901.61,57053.22,27477.23,,,23974.52,25122.52,25130.52,,24350.83,23736.39,23822.23,,,,29685.87,31533.68,28196.55,,31729.45,49821.96,29009.72,
2014-03-08,,29371.31,30742.15,31011.19,,30510.43,29477.31,30720.65,,,26563.02,27628.79,27478.1,,26608.67,27277.96,26456.83,,,,27525.24,31948.18,30880.83,,30901.61,57053.22,27477.23,,,23974.52,25122.52,25130.52,,24350.83,23736.39,23822.23,,,,29685.87,31533.68,28196.55,,31729.45,49821.96,29009.72,
2014-03-09,,29371.31,30742.15,31011.19,,30510.43,29477.31,30720.65,,,26563.02,27628.79,27478.1,,26608.67,27277.96,26456.83,,,,27525.24,31948.18,30880.83,,30901.61,57053.22,27477.23,,,23974.52,25122.52,25130.52,,24350.83,23736.39,23822.23,,,,29685.87,31533.68,28196.55,,31729.45,49821.96,29009.72,
2014-03-10,,29407.34,30780.61,31044.08,,30544.24,29517.58,30760.89,,,26593.9,27659.13,27514.3,,26637.11,27311.31,26478.55,,,,27564.72,31992.97,30933.07,,30947.06,57145.96,27512.68,,,24014.93,25161.32,25179.68,,24387.04,23777.97,23859.59,,,,29742.43,31593.24,28252.82,,31784.13,49912.98,29060.29,
2014-03-11,,29470.6,30849.92,31120.99,,30582.49,29594.81,30830.11,,,26626.54,27692.49,27550.16,,26651.53,27354.6,26510.97,,,,27608.34,32042.84,30976.35,,30975.6,57239.48,27551.81,,,24054.46,25198.85,25215.91,,24414.33,23821.78,23887.65,,,,29778.93,31623.04,28269.02,,31808.66,49958.97,29081.22,
2014-03-12,,29430.2,30819.75,31070.68,,30545.06,29565.25,30790.82,,,26619.0,27690.54,27542.71,,26636.26,27355.45,26507.66,,,,27613.45,32059.63,30983.87,,30972.53,57271.67,27568.06,,,24057.79,25206.74,25221.85,,24404.89,23830.42,23898.6,,,,29786.95,31640.32,28289.73,,31810.78,49983.96,29109.44,
2014-03-13,,29372.7,30754.42,31018.18,,30467.24,29513.44,30739.12,,,26580.36,27641.36,27503.91,,26587.08,27317.72,26474.94,,,,27602.05,32036.91,30968.58,,30942.22,57240.17,27563.75,,,24069.4,25207.58,25227.23,,24403.92,23844.28,23917.04,,,,29828.13,31672.03,28318.77,,31845.9,50061.22,29156.52,
2014-03-14,,29127.02,30496.11,30759.33,,30242.97,29273.85,30496.01,,,26436.58,27489.46,27360.35,,26456.03,27172.64,26333.16,,,,27497.22,31919.49,30872.34,,30845.72,57048.23,27469.13,,,24021.26,25150.01,25186.68,,24367.8,23797.82,23878.14,,,,29838.45,31683.01,28328.74,,31872.09,50069.4,29166.11,
2014-03-15,,29127.02,30496.11,30759.33,,30242.97,29273.85,30496.01,,,26436.58,27489.46,27360.35,,26456.03,27172.64,26333.16,,,,27497.22,31919.49,30872.34,,30845.72,57048.23,27469.13,,,24021.26,25150.01,25186.68,,24367.8,23797.82,23878.14,,,,29838.45,31683.01,28328.74,,31872.09,50069.4,29166.11,
2014-03-16,,29127.02,30496.11,30759.33,,30242.97,29273.85,30496.01,,,26436.58,27489.46,27360.35,,26456.03,27172.64,26333.16,,,,27497.22,31919.49,30872.34,,30845.72,57048.23,27469.13,,,24021.26,25150.01,25186.68,,24367.8,23797.82,23878.14,,,,29838.45,31683.01,28328.74,,31872.09,50069.4,29166.11,
2014-03-17,,29072.04,30433.86,30711.46,,30172.53,29216.41,30424.14,,,26417.94,27465.91,27348.34,,26428.85,27148.5,26309.47,,,,27514.31,31931.13,30890.46,,30851.13,57056.32,27477.59,,,24044.83,25171.35,25208.87,,24388.65,23812.69,23889.85,,,,29885.32,31728.12,28379.13,,31938.48,50147.82,29209.51,
2014-03-18,,29165.48,30526.92,30798.86,,30293.2,29308.4,30519.35,,,26463.01,27508.88,27388.75,,26487.52,27192.66,26355.37,,,,27539.91,31963.11,30919.52,,30887.8,57097.38,27503.12,,,24066.18,25194.87,25232.28,,24414.89,23826.74,23910.46,,,,29895.42,31739.83,28395.37,,31939.1,50167.67,29218.51,
2014-03-19,,29373.66,30753.9,31017.09,,30525.51,29521.53,30745.0,,,26607.92,27665.35,27536.56,,26640.14,27346.99,26504.87,,,,27645.88,32096.32,31035.29,,31008.87,57338.12,27615.06,,,24120.66,25263.02,25292.47,,24474.08,23893.2,23966.89,,,,29928.6,31777.56,28426.39,,31963.39,50231.76,29250.94,
2014-03-20,,29298.16,30680.5,30944.76,,30452.08,29446.55,30675.15,,,26555.17,27619.4,27490.91,,26591.33,27294.01,26451.62,,,,27605.55,32057.35,31006.56,,30971.91,57262.03,27577.18,,,24108.41,25251.68,25297.4,,24467.24,23879.8,23958.8,,,,29941.95,31793.29,28444.1,,31977.71,50246.14,29264.2,
2014-03-21,,29168.76,30548.91,30822.54,,30320.36,29310.59,30553.13,,,26457.1,27518.45,27402.6,,26491.98,27184.66,26363.79,,,,27529.52,31973.28,30934.77,,30878.31,57086.71,27506.49,,,24079.16,25228.81,25278.07,,24436.04,23843.48,23930.9,,,,29962.04,31813.22,28464.78,,31998.15,50262.35,29269.43,
